LOCO ,TYPE OF LOCO,ZONE,BASE SHED,DIVISION,DATE OF COMMENCEMENT
37539,WAP7,NCR,CNBE,PRYJ,12-Feb-21
37621,WAP7,NCR,CNBE,PRYJ,18-Nov-23
37622,WAP7,NCR,CNBE,PRYJ,30-Nov-23
37659,WAP7,NCR,CNBE,PRYJ,28-Feb-24
37701,WAP7,NCR,CNBE,PRYJ,30-Apr-24
38029,WAG9H,NCR,CNBE,PRYJ,28-Jun-23
38127,WAG9H,NCR,CNBE,PRYJ,31-Jul-23
38128,WAG9H,NCR,CNBE,PRYJ,19-Jun-23
39010,WAP7,NCR,CNBE,PRYJ,02-Feb-19
39072,WAP7,NCR,CNBE,PRYJ,21-Dec-19
39074,WAP7,NCR,CNBE,PRYJ,26-Aug-19
39083,WAP7,NCR,CNBE,PRYJ,31-Aug-19
39084,WAP7,NCR,CNBE,PRYJ,22-Sep-19
39087,WAP7,NCR,CNBE,PRYJ,08-Sep-19
39090,WAP7,NCR,CNBE,PRYJ,30-Sep-19
39115,WAP7,NCR,CNBE,PRYJ,14-Jan-20
39136,WAP7,NCR,CNBE,PRYJ,24-Jun-20
39161,WAP7,NCR,CNBE,PRYJ,08-Nov-20
39162,WAP7,NCR,CNBE,PRYJ,06-Dec-20
39189,WAP7,NCR,CNBE,PRYJ,30-Apr-21
39241,WAP7,NCR,CNBE,PRYJ,10-Apr-23
39262,WAP7,NCR,CNBE,PRYJ,30-Sep-23
39343,WAP7,NCR,CNBE,PRYJ,17-Apr-24
41029,WAG9H,NCR,CNBE,PRYJ,12-Jan-20
41030,WAG9H,NCR,CNBE,PRYJ,30-Jan-20
41031,WAG9H,NCR,CNBE,PRYJ,16-Jan-20
41147,WAG9H,NCR,CNBE,PRYJ,09-Jul-21
41158,WAG9H,NCR,CNBE,PRYJ,31-Jul-21
41159,WAG9H,NCR,CNBE,PRYJ,04-Jul-21
41187,WAG9H,NCR,CNBE,PRYJ,17-Aug-21
41222,WAG9H,NCR,CNBE,PRYJ,30-Sep-21
41224,WAG9H,NCR,CNBE,PRYJ,30-Sep-21
41226,WAG9H,NCR,CNBE,PRYJ,20-Sep-21
41340,WAG9H,NCR,CNBE,PRYJ,13-Jan-22
41341,WAG9H,NCR,CNBE,PRYJ,05-Jan-22
41342,WAG9H,NCR,CNBE,PRYJ,13-Jan-22
41399,WAG9H,NCR,CNBE,PRYJ,18-Feb-22
41415,WAG9H,NCR,CNBE,PRYJ,19-Mar-22
41416,WAG9H,NCR,CNBE,PRYJ,28-Feb-22
41419,WAG9H,NCR,CNBE,PRYJ,06-Mar-22
41446,WAG9H,NCR,CNBE,PRYJ,20-Apr-22
41447,WAG9H,NCR,CNBE,PRYJ,31-May-22
41451,WAG9H,NCR,CNBE,PRYJ,09-May-22
41452,WAG9H,NCR,CNBE,PRYJ,09-May-22
41456,WAG9H,NCR,CNBE,PRYJ,25-Apr-22
41457,WAG9H,NCR,CNBE,PRYJ,25-Apr-22
41458,WAG9H,NCR,CNBE,PRYJ,25-Apr-22
41462,WAG9H,NCR,CNBE,PRYJ,30-Apr-22
41511,WAG9H,NCR,CNBE,PRYJ,12-Jun-21
41512,WAG9H,NCR,CNBE,PRYJ,05-Jul-21
41615,WAG9H,NCR,CNBE,PRYJ,09-May-22
41616,WAG9H,NCR,CNBE,PRYJ,09-May-22
41621,WAG9H,NCR,CNBE,PRYJ,31-May-22
41622,WAG9H,NCR,CNBE,PRYJ,30-Jun-22
41629,WAG9H,NCR,CNBE,PRYJ,30-Jun-22
41630,WAG9H,NCR,CNBE,PRYJ,30-Jun-22
41648,WAG9H,NCR,CNBE,PRYJ,31-Aug-22
41658,WAG9H,NCR,CNBE,PRYJ,31-Aug-22
41682,WAG9H,NCR,CNBE,PRYJ,30-Nov-22
41683,WAG9H,NCR,CNBE,PRYJ,16-Nov-22
41684,WAG9H,NCR,CNBE,PRYJ,30-Nov-22
43029,WAG9H,NCR,CNBE,PRYJ,12-Jul-22
43036,WAG9H,NCR,CNBE,PRYJ,31-Jul-22
43103,WAG9H,NCR,CNBE,PRYJ,30-Sep-22
43106,WAG9H,NCR,CNBE,PRYJ,22-Oct-22
43139,WAG9H,NCR,CNBE,PRYJ,30-Nov-22
43141,WAG9H,NCR,CNBE,PRYJ,31-Dec-22
43143,WAG9H,NCR,CNBE,PRYJ,31-Dec-22
43150,WAG9H,NCR,CNBE,PRYJ,30-Nov-22
43152,WAG9H,NCR,CNBE,PRYJ,31-Dec-22
43157,WAG9H,NCR,CNBE,PRYJ,14-Dec-22
43158,WAG9H,NCR,CNBE,PRYJ,15-Dec-22
43159,WAG9H,NCR,CNBE,PRYJ,31-Dec-22
43318,WAG9H,NCR,CNBE,PRYJ,30-Jun-23
43326,WAG9H,NCR,CNBE,PRYJ,31-May-23
43327,WAG9H,NCR,CNBE,PRYJ,24-Jun-23
43330,WAG9H,NCR,CNBE,PRYJ,19-Jun-23
43331,WAG9H,NCR,CNBE,PRYJ,31-May-23
24507,WAG7,NCR,JHSD,JHS,10-Dec-09
24508,WAG7,NCR,JHSD,JHS,10-Nov-09
24509,WAG7,NCR,JHSD,JHS,12-Feb-09
24510,WAG7,NCR,JHSD,JHS,01-Mar-10
24517,WAG7,NCR,JHSD,JHS,03-Aug-10
24518,WAG7,NCR,JHSD,JHS,24-Mar-10
24520,WAG7,NCR,JHSD,JHS,30-Mar-10
24522,WAG7,NCR,JHSD,JHS,12-Apr-10
24524,WAG7,NCR,JHSD,JHS,15-May-10
24527,WAG7,NCR,JHSD,JHS,10-Jul-10
24529,WAG7,NCR,JHSD,JHS,29-Jul-10
24530,WAG7,NCR,JHSD,JHS,02-Aug-10
24669,WAG7,NCR,JHSD,JHS,07-Apr-13
24673,WAG7,NCR,JHSD,JHS,26-Jun-13
27070,WAG7,NCR,JHSD,JHS,21-Oct-95
27072,WAG7,NCR,JHSD,JHS,29-Dec-95
27093,WAG7,NCR,JHSD,JHS,30-Jan-96
27094,WAG7,NCR,JHSD,JHS,30-Jan-96
27099,WAG7,NCR,JHSD,JHS,01-Mar-97
27100,WAG7,NCR,JHSD,JHS,01-Mar-96
27129,WAG7,NCR,JHSD,JHS,16-Sep-96
27131,WAG7,NCR,JHSD,JHS,26-Sep-96
27139,WAG7,NCR,JHSD,JHS,26-Sep-96
27148,WAG7,NCR,JHSD,JHS,01-Nov-96
27177,WAG7,NCR,JHSD,JHS,26-Feb-97
27179,WAG7,NCR,JHSD,JHS,25-Feb-97
27182,WAG7,NCR,JHSD,JHS,11-Feb-97
27444,WAG7,NCR,JHSD,JHS,10-Mar-99
27450,WAG7,NCR,JHSD,JHS,10-Mar-99
27476,WAG7,NCR,JHSD,JHS,06-May-99
27519,WAG7,NCR,JHSD,JHS,10-Dec-99
27552,WAG7,NCR,JHSD,JHS,04-Aug-00
27568,WAG7,NCR,JHSD,JHS,12-Feb-01
27570,WAG7,NCR,JHSD,JHS,08-Mar-01
27614,WAG7,NCR,JHSD,JHS,15-Jan-02
27617,WAG7,NCR,JHSD,JHS,31-Jan-02
27939,WAG7,NCR,JHSD,JHS,13-Feb-08
27941,WAG7,NCR,JHSD,JHS,19-Feb-08
27943,WAG7,NCR,JHSD,JHS,03-Apr-08
27944,WAG7,NCR,JHSD,JHS,19-Feb-08
27946,WAG7,NCR,JHSD,JHS,03-Apr-08
27952,WAG7,NCR,JHSD,JHS,30-Mar-08
27953,WAG7,NCR,JHSD,JHS,13-Feb-08
27994,WAG7,NCR,JHSD,JHS,01-Sep-08
27995,WAG7,NCR,JHSD,JHS,01-Sep-08
28000,WAG7,NCR,JHSD,JHS,04-Nov-08
28003,WAG7,NCR,JHSD,JHS,04-Nov-08
28004,WAG7,NCR,JHSD,JHS,04-Nov-08
28009,WAG7,NCR,JHSD,JHS,04-Nov-08
28429,WAG7,NCR,JHSD,JHS,22-Mar-12
28431,WAG7,NCR,JHSD,JHS,24-Mar-12
28658,WAG7,NCR,JHSD,JHS,30-Apr-14
28659,WAG7,NCR,JHSD,JHS,30-Apr-14
28720,WAG7,NCR,JHSD,JHS,13-Jan-15
28721,WAG7,NCR,JHSD,JHS,23-Jan-15
22055,WAP4,NCR,JHSE,JHS,10-Apr-94
22225,WAP4,NCR,JHSE,JHS,23-May-98
22227,WAP4,NCR,JHSE,JHS,23-May-98
22228,WAP4,NCR,JHSE,JHS,23-May-98
22230,WAP4,NCR,JHSE,JHS,23-May-98
22233,WAP4,NCR,JHSE,JHS,23-May-98
22235,WAP4,NCR,JHSE,JHS,23-May-98
22246,WAP4,NCR,JHSE,JHS,07-Oct-98
22266,WAP4,NCR,JHSE,JHS,10-Mar-99
22275,WAP4,NCR,JHSE,JHS,04-May-99
22282,WAP4,NCR,JHSE,JHS,04-May-99
22283,WAP4,NCR,JHSE,JHS,06-Jun-99
22284,WAP4,NCR,JHSE,JHS,06-Jun-99
22296,WAP4,NCR,JHSE,JHS,01-Aug-99
22299,WAP4,NCR,JHSE,JHS,01-Sep-99
22300,WAP4,NCR,JHSE,JHS,01-Sep-99
22301,WAP4,NCR,JHSE,JHS,29-Sep-99
22308,WAP4,NCR,JHSE,JHS,17-Nov-99
22314,WAP4,NCR,JHSE,JHS,10-Feb-00
22315,WAP4,NCR,JHSE,JHS,21-Feb-00
22319,WAP4,NCR,JHSE,JHS,31-Jan-00
22532,WAP4,NCR,JHSE,JHS,14-Jun-02
22533,WAP4,NCR,JHSE,JHS,02-Oct-02
22535,WAP4,NCR,JHSE,JHS,26-Sep-02
22539,WAP4,NCR,JHSE,JHS,10-Sep-02
22545,WAP4,NCR,JHSE,JHS,03-Dec-02
22547,WAP4,NCR,JHSE,JHS,13-Jan-03
22552,WAP4,NCR,JHSE,JHS,03-Mar-03
22578,WAP4,NCR,JHSE,JHS,05-Feb-04
22579,WAP4,NCR,JHSE,JHS,26-Feb-04
22582,WAP4,NCR,JHSE,JHS,01-Apr-04
22583,WAP4,NCR,JHSE,JHS,01-Apr-04
22615,WAP4,NCR,JHSE,JHS,01-Feb-05
22932,WAP4,NCR,JHSE,JHS,25-Aug-12
22933,WAP4,NCR,JHSE,JHS,11-Feb-13
23381,WAG5H,NCR,JHSE,JHS,26-Jul-89
23411,WAG5H,NCR,JHSE,JHS,22-Nov-89
23416,WAG5H,NCR,JHSE,JHS,20-Dec-89
23417,WAG5H,NCR,JHSE,JHS,29-Dec-89
23419,WAG5H,NCR,JHSE,JHS,24-Dec-89
23420,WAG5H,NCR,JHSE,JHS,30-Dec-89
23447,WAG5H,NCR,JHSE,JHS,31-Mar-90
23463,WAG5H,NCR,JHSE,JHS,01-Aug-90
23466,WAG5H,NCR,JHSE,JHS,18-Jun-90
23470,WAG5H,NCR,JHSE,JHS,26-Jun-90
23473,WAG5H,NCR,JHSE,JHS,22-Jul-90
23481,WAG5H,NCR,JHSE,JHS,02-Sep-90
23565,WAG5H,NCR,JHSE,JHS,29-Jun-91
23594,WAG5H,NCR,JHSE,JHS,17-Oct-91
23643,WAG5H,NCR,JHSE,JHS,24-May-92
23719,WAG5H,NCR,JHSE,JHS,28-Nov-92
23753,WAG5H,NCR,JHSE,JHS,22-Feb-93
23809,WAG5H,NCR,JHSE,JHS,20-Sep-93
23810,WAG5H,NCR,JHSE,JHS,07-Oct-93
23829,WAG5H,NCR,JHSE,JHS,07-Dec-93
23835,WAG5H,NCR,JHSE,JHS,25-Dec-93
23837,WAG5H,NCR,JHSE,JHS,08-Jan-94
23840,WAG5H,NCR,JHSE,JHS,07-Jan-94
23851,WAG5H,NCR,JHSE,JHS,21-Feb-94
23853,WAG5H,NCR,JHSE,JHS,19-Feb-94
23861,WAG5H,NCR,JHSE,JHS,17-Mar-94
23865,WAG5H,NCR,JHSE,JHS,25-Mar-94
23886,WAG5H,NCR,JHSE,JHS,03-Jul-94
23942,WAG5H,NCR,JHSE,JHS,12-Feb-94
23943,WAG5H,NCR,JHSE,JHS,09-Jan-95
23949,WAG5H,NCR,JHSE,JHS,08-Feb-95
23963,WAG5H,NCR,JHSE,JHS,28-Mar-95
24000,WAG5H,NCR,JHSE,JHS,15-Aug-89
24001,WAG5H,NCR,JHSE,JHS,15-Aug-89
24002,WAG5H,NCR,JHSE,JHS,15-Aug-89
24003,WAG5H,NCR,JHSE,JHS,15-Aug-89
24004,WAG5H,NCR,JHSE,JHS,24-Jul-89
24005,WAG5H,NCR,JHSE,JHS,14-Mar-90
24006,WAG5H,NCR,JHSE,JHS,14-Mar-90
24007,WAG5H,NCR,JHSE,JHS,31-Mar-90
24008,WAG5H,NCR,JHSE,JHS,30-Mar-90
24009,WAG5H,NCR,JHSE,JHS,29-Mar-90
24010,WAG5H,NCR,JHSE,JHS,28-Mar-91
24011,WAG5H,NCR,JHSE,JHS,15-Oct-90
24012,WAG5H,NCR,JHSE,JHS,31-Mar-90
24013,WAG5H,NCR,JHSE,JHS,04-Aug-90
24014,WAG5H,NCR,JHSE,JHS,04-Aug-90
24015,WAG5H,NCR,JHSE,JHS,28-Mar-91
24016,WAG5H,NCR,JHSE,JHS,15-Jun-91
24017,WAG5H,NCR,JHSE,JHS,15-Jun-91
24018,WAG5H,NCR,JHSE,JHS,14-Jun-91
24019,WAG5H,NCR,JHSE,JHS,29-Sep-91
24020,WAG5H,NCR,JHSE,JHS,04-Feb-92
24021,WAG5H,NCR,JHSE,JHS,10-Feb-92
24022,WAG5H,NCR,JHSE,JHS,20-Feb-92
24023,WAG5H,NCR,JHSE,JHS,03-May-92
24024,WAG5H,NCR,JHSE,JHS,03-May-92
24025,WAG5H,NCR,JHSE,JHS,29-Jun-92
24026,WAG5H,NCR,JHSE,JHS,25-Feb-92
24027,WAG5H,NCR,JHSE,JHS,18-Mar-92
24028,WAG5H,NCR,JHSE,JHS,12-Mar-92
24029,WAG5H,NCR,JHSE,JHS,16-Apr-92
24031,WAG5H,NCR,JHSE,JHS,30-Mar-92
24032,WAG5H,NCR,JHSE,JHS,02-Apr-92
24033,WAG5H,NCR,JHSE,JHS,19-Apr-92
24034,WAG5H,NCR,JHSE,JHS,09-Apr-92
24035,WAG5H,NCR,JHSE,JHS,17-Mar-93
24036,WAG5H,NCR,JHSE,JHS,18-Mar-93
24037,WAG5H,NCR,JHSE,JHS,11-Mar-93
24038,WAG5H,NCR,JHSE,JHS,17-Mar-93
24039,WAG5H,NCR,JHSE,JHS,11-Mar-93
24040,WAG5H,NCR,JHSE,JHS,07-Apr-93
24041,WAG5H,NCR,JHSE,JHS,26-Mar-93
24042,WAG5H,NCR,JHSE,JHS,03-Apr-94
24043,WAG5H,NCR,JHSE,JHS,07-Apr-93
24044,WAG5H,NCR,JHSE,JHS,14-Apr-93
24045,WAG5H,NCR,JHSE,JHS,15-Jul-93
24046,WAG5H,NCR,JHSE,JHS,04-May-93
24047,WAG5H,NCR,JHSE,JHS,29-Jan-94
24048,WAG5H,NCR,JHSE,JHS,10-Feb-94
24049,WAG5H,NCR,JHSE,JHS,31-Jan-94
24050,WAG5H,NCR,JHSE,JHS,06-Feb-94
24051,WAG5H,NCR,JHSE,JHS,18-Mar-94
24052,WAG5H,NCR,JHSE,JHS,23-Feb-94
24053,WAG5H,NCR,JHSE,JHS,12-Apr-94
24054,WAG5H,NCR,JHSE,JHS,08-Apr-94
24055,WAG5H,NCR,JHSE,JHS,10-Apr-94
24056,WAG5H,NCR,JHSE,JHS,26-Apr-94
24057,WAG5H,NCR,JHSE,JHS,08-Apr-94
24058,WAG5H,NCR,JHSE,JHS,21-Apr-94
24059,WAG5H,NCR,JHSE,JHS,30-Apr-94
24060,WAG5H,NCR,JHSE,JHS,17-Apr-94
24061,WAG5H,NCR,JHSE,JHS,14-May-94
24062,WAG5H,NCR,JHSE,JHS,01-May-94
24063,WAG5H,NCR,JHSE,JHS,12-Jul-94
24064,WAG5H,NCR,JHSE,JHS,30-Apr-94
24065,WAG5H,NCR,JHSE,JHS,29-Jan-95
24066,WAG5H,NCR,JHSE,JHS,27-Jan-95
24067,WAG5H,NCR,JHSE,JHS,03-Feb-95
24068,WAG5H,NCR,JHSE,JHS,28-Jan-95
24069,WAG5H,NCR,JHSE,JHS,25-Feb-95
24070,WAG5H,NCR,JHSE,JHS,31-Mar-95
24072,WAG5H,NCR,JHSE,JHS,10-Mar-95
24073,WAG5H,NCR,JHSE,JHS,25-Mar-95
24074,WAG5H,NCR,JHSE,JHS,22-Apr-95
24400,WAG5H,NCR,JHSE,JHS,20-Sep-95
24401,WAG5H,NCR,JHSE,JHS,10-Sep-95
24402,WAG5H,NCR,JHSE,JHS,08-Nov-95
24403,WAG5H,NCR,JHSE,JHS,03-May-96
24404,WAG5H,NCR,JHSE,JHS,05-Mar-96
24405,WAG5H,NCR,JHSE,JHS,16-Dec-95
24406,WAG5H,NCR,JHSE,JHS,16-Dec-95
24501,WAG7,NCR,JHSE,JHS,19-May-09
24502,WAG7,NCR,JHSE,JHS,04-Jul-09
24503,WAG7,NCR,JHSE,JHS,26-Jul-09
24504,WAG7,NCR,JHSE,JHS,22-Aug-09
24505,WAG7,NCR,JHSE,JHS,17-Sep-09
24506,WAG7,NCR,JHSE,JHS,22-Sep-09
24511,WAG7,NCR,JHSE,JHS,30-Oct-09
24512,WAG7,NCR,JHSE,JHS,13-Jan-10
24513,WAG7,NCR,JHSE,JHS,16-Feb-10
24514,WAG7,NCR,JHSE,JHS,26-Jan-10
24515,WAG7,NCR,JHSE,JHS,23-Feb-10
24516,WAG7,NCR,JHSE,JHS,11-Mar-10
24519,WAG7,NCR,JHSE,JHS,25-Mar-10
24521,WAG7,NCR,JHSE,JHS,04-May-10
24523,WAG7,NCR,JHSE,JHS,12-Apr-10
24525,WAG7,NCR,JHSE,JHS,06-Jul-10
24526,WAG7,NCR,JHSE,JHS,16-Jun-10
24528,WAG7,NCR,JHSE,JHS,11-Jul-10
24661,WAG7,NCR,JHSE,JHS,18-Apr-13
24662,WAG7,NCR,JHSE,JHS,15-Apr-13
24663,WAG7,NCR,JHSE,JHS,29-May-13
24664,WAG7,NCR,JHSE,JHS,26-Jun-13
24665,WAG7,NCR,JHSE,JHS,14-Jul-13
24666,WAG7,NCR,JHSE,JHS,26-Jun-13
24667,WAG7,NCR,JHSE,JHS,30-Sep-13
24668,WAG7,NCR,JHSE,JHS,16-Sep-13
24670,WAG7,NCR,JHSE,JHS,15-Apr-13
24671,WAG7,NCR,JHSE,JHS,19-Apr-13
24672,WAG7,NCR,JHSE,JHS,18-Apr-13
24674,WAG7,NCR,JHSE,JHS,23-Jun-13
24675,WAG7,NCR,JHSE,JHS,25-Sep-13
24701,WAG7,NCR,JHSE,JHS,31-Jul-24
25009,WAP4,NCR,JHSE,JHS,28-Feb-15
25010,WAP4,NCR,JHSE,JHS,22-Mar-15
25012,WAP4,NCR,JHSE,JHS,31-Mar-15
27064,WAG7,NCR,JHSE,JHS,01-Nov-95
27069,WAG7,NCR,JHSE,JHS,31-Oct-95
27073,WAG7,NCR,JHSE,JHS,03-Jan-96
27080,WAG7,NCR,JHSE,JHS,03-Jan-96
27092,WAG7,NCR,JHSE,JHS,30-Jan-96
27127,WAG7,NCR,JHSE,JHS,05-Jan-99
27147,WAG7,NCR,JHSE,JHS,01-Nov-96
27243,WAG7,NCR,JHSE,JHS,21-Aug-97
27441,WAG7,NCR,JHSE,JHS,10-Mar-99
27442,WAG7,NCR,JHSE,JHS,10-Mar-99
27445,WAG7,NCR,JHSE,JHS,10-Mar-99
27446,WAG7,NCR,JHSE,JHS,10-Mar-99
27447,WAG7,NCR,JHSE,JHS,10-Mar-99
27448,WAG7,NCR,JHSE,JHS,10-Mar-99
27449,WAG7,NCR,JHSE,JHS,10-Mar-99
27474,WAG7,NCR,JHSE,JHS,04-May-99
27483,WAG7,NCR,JHSE,JHS,16-Jun-99
27484,WAG7,NCR,JHSE,JHS,16-Jun-99
27513,WAG7,NCR,JHSE,JHS,27-Sep-99
27515,WAG7,NCR,JHSE,JHS,10-Dec-99
27518,WAG7,NCR,JHSE,JHS,11-Dec-99
27521,WAG7,NCR,JHSE,JHS,08-Dec-99
27535,WAG7,NCR,JHSE,JHS,21-Mar-00
27563,WAG7,NCR,JHSE,JHS,03-Jan-01
27564,WAG7,NCR,JHSE,JHS,03-Jan-01
27565,WAG7,NCR,JHSE,JHS,25-Jan-01
27567,WAG7,NCR,JHSE,JHS,05-Feb-01
27569,WAG7,NCR,JHSE,JHS,17-Feb-01
27577,WAG7,NCR,JHSE,JHS,15-Apr-01
27579,WAG7,NCR,JHSE,JHS,16-Apr-01
27616,WAG7,NCR,JHSE,JHS,15-Jan-02
27628,WAG7,NCR,JHSE,JHS,24-May-02
27650,WAG7,NCR,JHSE,JHS,20-Apr-03
27659,WAG7,NCR,JHSE,JHS,10-Aug-03
27689,WAG7,NCR,JHSE,JHS,24-Jun-04
27940,WAG7,NCR,JHSE,JHS,13-Feb-08
27942,WAG7,NCR,JHSE,JHS,19-Feb-08
27947,WAG7,NCR,JHSE,JHS,13-Mar-08
27948,WAG7,NCR,JHSE,JHS,13-Mar-08
27950,WAG7,NCR,JHSE,JHS,30-Mar-08
28432,WAG7,NCR,JHSE,JHS,30-Mar-12
28673,WAG7,NCR,JHSE,JHS,18-Jun-14
28674,WAG7,NCR,JHSE,JHS,16-Jun-14
28675,WAG7,NCR,JHSE,JHS,18-Jun-14
28719,WAG7,NCR,JHSE,JHS,07-Jan-15
28722,WAG7,NCR,JHSE,JHS,17-Jan-15
38574,WAG9H,NCR,JHSE,JHS,21-Jul-24
38578,WAG9H,NCR,JHSE,JHS,13-Jul-24
38605,WAG9H,NCR,JHSE,JHS,11-Jul-24
43659,WAG9H,NCR,JHSE,JHS,27-Apr-24
43663,WAG9H,NCR,JHSE,JHS,31-May-24
23139,WAG5TAOCHI,NER,GDDX,LKO,21-Sep-86
23144,WAG5TAOCHI,NER,GDDX,LKO,31-Oct-86
23146,WAG5TAOCHI,NER,GDDX,LKO,10-Oct-86
23151,WAG5TAOCHI,NER,GDDX,LKO,24-Oct-86
23361,WAG5TAOCHI,NER,GDDX,LKO,26-Jun-89
23370,WAG5,NER,GDDX,LKO,19-Jun-89
23375,WAG5,NER,GDDX,LKO,07-Jul-89
23386,WAG5,NER,GDDX,LKO,23-Aug-89
23387,WAG5P,NER,GDDX,LKO,08-Aug-89
23404,WAG5,NER,GDDX,LKO,14-Nov-89
23414,WAG5,NER,GDDX,LKO,12-May-89
23422,WAG5,NER,GDDX,LKO,19-Jan-90
23510,WAG5,NER,GDDX,LKO,27-Dec-90
23518,WAG5,NER,GDDX,LKO,01-Mar-91
23519,WAG5,NER,GDDX,LKO,01-Mar-91
23590,WAG5,NER,GDDX,LKO,16-Oct-91
23597,WAG5,NER,GDDX,LKO,24-Oct-91
23676,WAG5,NER,GDDX,LKO,04-Jul-92
24621,WAG7,NER,GDDX,LKO,26-Nov-12
24622,WAG7,NER,GDDX,LKO,05-Sep-12
24623,WAG7,NER,GDDX,LKO,10-Dec-12
24624,WAG7,NER,GDDX,LKO,07-Oct-12
24628,WAG7,NER,GDDX,LKO,10-Oct-12
24631,WAG7,NER,GDDX,LKO,11-Feb-13
24632,WAG7,NER,GDDX,LKO,13-Nov-12
24634,WAG7,NER,GDDX,LKO,30-Nov-12
24636,WAG7,NER,GDDX,LKO,10-Dec-12
24650,WAG7,NER,GDDX,LKO,25-Feb-13
27086,WAG7,NER,GDDX,LKO,25-Jan-96
27087,WAG7,NER,GDDX,LKO,25-Jan-96
27088,WAG7,NER,GDDX,LKO,25-Jan-96
27089,WAG7,NER,GDDX,LKO,25-Jan-96
27091,WAG7,NER,GDDX,LKO,30-Jan-96
27095,WAG7,NER,GDDX,LKO,30-Jan-96
27096,WAG7,NER,GDDX,LKO,24-Feb-96
27097,WAG7,NER,GDDX,LKO,12-Feb-96
27098,WAG7,NER,GDDX,LKO,24-Feb-96
27135,WAG7,NER,GDDX,LKO,23-Sep-96
27140,WAG7,NER,GDDX,LKO,26-Sep-96
27141,WAG7,NER,GDDX,LKO,09-Oct-96
27153,WAG7,NER,GDDX,LKO,30-Nov-96
27175,WAG7,NER,GDDX,LKO,14-Feb-97
27176,WAG7,NER,GDDX,LKO,18-Feb-97
27178,WAG7,NER,GDDX,LKO,13-Feb-97
27180,WAG7,NER,GDDX,LKO,02-Feb-97
27183,WAG7,NER,GDDX,LKO,08-Feb-97
27185,WAG7,NER,GDDX,LKO,13-Feb-97
27199,WAG7,NER,GDDX,LKO,03-Apr-97
27200,WAG7,NER,GDDX,LKO,02-May-97
27201,WAG7,NER,GDDX,LKO,09-May-97
27202,WAG7,NER,GDDX,LKO,02-May-97
27210,WAG7,NER,GDDX,LKO,02-May-97
27216,WAG7,NER,GDDX,LKO,02-May-97
27219,WAG7,NER,GDDX,LKO,03-Jun-97
27226,WAG7,NER,GDDX,LKO,24-Jan-97
27242,WAG7,NER,GDDX,LKO,08-Aug-97
27244,WAG7,NER,GDDX,LKO,21-Aug-97
27245,WAG7,NER,GDDX,LKO,21-Aug-97
27256,WAG7,NER,GDDX,LKO,24-Sep-97
27269,WAG7,NER,GDDX,LKO,23-Oct-97
27271,WAG7,NER,GDDX,LKO,23-Oct-97
27272,WAG7,NER,GDDX,LKO,04-Nov-97
27280,WAG7,NER,GDDX,LKO,05-Dec-97
27370,WAG7,NER,GDDX,LKO,20-May-98
27373,WAG7,NER,GDDX,LKO,28-May-98
27421,WAG7,NER,GDDX,LKO,01-Jan-99
27422,WAG7,NER,GDDX,LKO,01-Jan-99
27424,WAG7,NER,GDDX,LKO,01-Jan-99
27520,WAG7,NER,GDDX,LKO,10-Dec-99
27547,WAG7,NER,GDDX,LKO,01-Aug-00
27615,WAG7,NER,GDDX,LKO,19-Dec-01
27621,WAG7,NER,GDDX,LKO,01-Feb-02
27623,WAG7,NER,GDDX,LKO,01-Apr-02
27646,WAG7,NER,GDDX,LKO,04-Feb-03
27649,WAG7,NER,GDDX,LKO,22-Feb-03
27658,WAG7,NER,GDDX,LKO,26-Jul-03
27660,WAG7,NER,GDDX,LKO,20-Aug-03
27709,WAG7,NER,GDDX,LKO,01-Apr-05
27754,WAG7,NER,GDDX,LKO,07-Dec-05
27755,WAG7,NER,GDDX,LKO,17-Dec-05
27758,WAG7,NER,GDDX,LKO,12-Dec-05
27760,WAG7,NER,GDDX,LKO,31-Dec-05
27764,WAG7,NER,GDDX,LKO,15-Jan-06
27765,WAG7,NER,GDDX,LKO,02-Aug-06
27922,WAG7,NER,GDDX,LKO,09-Dec-07
27923,WAG7,NER,GDDX,LKO,12-Dec-07
27981,WAG7,NER,GDDX,LKO,01-Aug-08
27984,WAG7,NER,GDDX,LKO,05-Aug-08
27986,WAG7,NER,GDDX,LKO,29-Jul-08
27992,WAG7,NER,GDDX,LKO,14-Aug-08
28001,WAG7,NER,GDDX,LKO,23-Sep-08
28002,WAG7,NER,GDDX,LKO,29-Sep-08
28005,WAG7,NER,GDDX,LKO,23-Sep-08
28157,WAG7,NER,GDDX,LKO,21-Feb-10
28159,WAG7,NER,GDDX,LKO,03-Mar-10
28471,WAG7,NER,GDDX,LKO,11-Jul-12
28474,WAG7,NER,GDDX,LKO,14-Apr-12
28475,WAG7,NER,GDDX,LKO,06-Aug-12
30796,WAP7,NER,GDDX,LKO,13-Aug-20
37214,WAP7,NER,GDDX,LKO,31-Oct-19
37391,WAP7,NER,GDDX,LKO,31-Aug-20
37430,WAP7,NER,GDDX,LKO,19-Oct-20
37550,WAP7,NER,GDDX,LKO,31-Aug-21
37578,WAP7,NER,GDDX,LKO,31-Jul-21
37596,WAP7,NER,GDDX,LKO,07-Jan-23
37597,WAP7,NER,GDDX,LKO,14-Jan-23
37605,WAP7,NER,GDDX,LKO,30-Apr-23
37606,WAP7,NER,GDDX,LKO,01-May-23
37611,WAP7,NER,GDDX,LKO,30-Sep-23
